"Model","Scenario","Region","Variable","Unit","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"TIAM-ECN 1.1","EN_NPi2020_1600","World","Final Energy|Electricity","EJ/yr","",54.5,64.46,"",83.00481255644736,"",104.3530198146288,"",121.9024119808766,"",143.7312930110508,"",173.2158932733845,"",211.5776070418809,"",250.1917243517472,"",276.8801009672078,"",273.5535764399741
"POLES ENGAGE","EN_INDCi2030_2500f","World","Final Energy|Electricity","EJ/yr","",54.15902709960938,63.93017578125,72.0828628540039,83.28836822509766,93.90708923339844,104.9697570800781,118.644287109375,133.2816925048828,146.7551116943359,160.9823303222656,"",194.6615295410156,"",227.7907867431641,"",258.2060852050781,"",280.8537292480469,"",291.4409790039062
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1200f","World","Final Energy|Electricity","EJ/yr","",54.5046,63.4797,72.0233,83.5971,98.1503,119.2172,134.541,156.5469,188.6752,221.8659,251.7579,281.8596,"",340.1359,"",388.5028,"",422.6629,"",458.4412
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_2500f","World","Final Energy|Electricity","EJ/yr","",54.5046,63.4797,72.0233,83.5971,98.1503,119.2172,137.9009,151.1916,171.7598,195.9972,216.0014,241.1164,"",294.0966,"",337.2907,"",370.2074,"",406.0858
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600f_DR2p","World","Final Energy|Electricity","EJ/yr",45.60345319328286,54.37043625306626,64.30586838048906,72.30223561045895,85.85755270601351,91.88099249676236,106.6746803644613,125.2980142489727,146.1884896466636,170.3442336728558,193.8316987593324,215.0287820996732,235.8927847579632,"",283.033088243242,"",326.3917226466273,"",373.5632472442784,"",421.6709844603645
"POLES ADVANCE","ADVANCE_INDC","World","Final Energy|Electricity","EJ/yr","",53.96742808649999,64.09498851,73.992206898,86.583390345,100.222686837,112.136414643,125.367215526,139.740164982,154.48077828,169.972032483,184.693313232,198.88514172,212.51505978,225.997728084,239.39138502,253.129364388,267.80646393,283.537715976,300.245832198,318.293640684
"REMIND 2.1","R2p1_SSP2-NDC","World","Final Energy|Electricity","EJ/yr","",54.5046,63.632,72.2371,83.8587,99.0127,119.7187,137.6564,155.5797,181.3003,209.613,232.9847,258.109,"",306.6528,"",346.5945,"",378.0487,"",407.7064
"REMIND 2.1","LeastTotalCost_NPi_brkSR15_SSP1_P50","World","Final Energy|Electricity","EJ/yr","",54.5046,63.4774,72.5209,84.0092,97.0427,112.6608,126.8861,136.1962,144.0357,153.6309,159.5448,166.4586,"",174.2212,"",171.7244,"",163.7131,"",153.8743
"COFFEE 1.1","EN_INDCi2030_600","World","Final Energy|Electricity","EJ/yr","","",62.15960801664,67.1834539656,74.69690028912,86.81751906191998,91.4804613504,162.64784495088,202.80676922424,223.71238830996,252.80438631084,"",271.5671920564477,"",302.8028620352076,"",290.0141497122876,"",278.4061615413636,"",285.7170864165156
"POLES ENGAGE","EN_INDCi2030_1000f_NDCp","World","Final Energy|Electricity","EJ/yr","",54.15902709960938,63.93017578125,72.0828628540039,82.9152603149414,94.91433715820312,106.3838500976562,111.0276870727539,120.2137451171875,136.0703125,152.6630249023438,"",187.0668182373047,"",220.3516387939453,"",254.4564971923828,"",281.6786499023437,"",296.0279846191406
"AIM/CGE 2.2","EN_INDCi2100","World","Final Energy|Electricity","EJ/yr","","",66.1256,74.3472,88.2133,102.6152,117.536,131.21,144.7229,157.4828,170.7558,185.9775,201.7918,215.4609,229.1113,246.0887,263.1385,278.5428,292.9367,305.9336,317.7927
"TIAM-ECN 1.1","EN_NPi2020_800f","World","Final Energy|Electricity","EJ/yr","",54.5,64.46,"",82.29,"",101.46,"",120.72,"",154.62,"",196.31,"",241.76,"",278.31,"",308.69,"",315.82
"IMAGE 3.0.1","EMF30_Slower-to-faster","World","Final Energy|Electricity","EJ/yr","",53.27908984375,63.04680078125,70.2920703125,80.6115234375,92.3019296875,102.743703125,97.0244765625,98.0165625,100.849296875,108.1031015625,"",144.315203125,"",180.28809375,"",209.48490625,"",231.386203125,"",247.49159375
"IMAGE 3.0.1","SSP1-26","World","Final Energy|Electricity","EJ/yr","",53.49091015625,63.36037109375,"",81.9954921875,"",101.978796875,"",119.897203125,"",136.79309375,"",156.94890625,"",170.689296875,"",178.17459375,"",178.724,"",191.987796875
"IMAGE 3.0.2","EMF33_Med2C_nofuel","World","Final Energy|Electricity","EJ/yr",45.13605078125,53.64262109375,63.58371875,"",79.11471875,"",97.0909921875,"",106.1586015625,"",120.8668984375,"",139.70940625,"",160.309,"",189.11640625,"",221.911203125,"",246.292
"WITCH 5.0","EN_NPi2020_800","World","Final Energy|Electricity","EJ/yr","","",63.90106718577086,73.05898628614821,91.82371772027015,76.67658023413206,84.07812982168124,105.9148719388752,133.3279413610545,165.1686432437135,192.8716769041739,217.9791016924101,241.1041384089224,262.4690524523017,285.3867574395651,306.5305386133355,317.5107253995068,331.0127480560461,340.2838246886327,350.37193573118,357.2169220651796
"WITCH 5.0","EN_INDCi2030_3000f","World","Final Energy|Electricity","EJ/yr","","",63.89963184903874,73.05904013175711,89.68342988072888,103.8392099147019,115.1138472041707,134.0634739208421,148.1537326788925,170.7936076838986,190.11784017537,204.7941577432494,220.476825587754,235.0434774745392,248.9935231138801,261.7651884342064,273.6575824642368,284.1007916411121,293.1785272149632,302.3571213718268,312.0237853547007
"GEM-E3_V2021","EN_NPi2020_1000f_COV","World","Final Energy|Electricity","EJ/yr","","","",83.21729139977066,86.29216293869354,97.37860774389188,108.8685046515542,121.4152438636311,134.8971578941751,147.826746266147,166.7555930071893,184.932020292721,200.9100422035004,214.7523698555959,230.8598608880944,245.1922659151182,263.4961739168296,280.5672965797821,296.2100349739651,313.8253451954038,331.7474443010005
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1200","World","Final Energy|Electricity","EJ/yr","",54.5046,63.4797,72.0233,83.5971,98.1503,119.2172,134.6212,156.7578,188.867,222.1031,252.1775,282.4041,"",341.1126,"",389.7009,"",423.5026,"",458.956
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_400f","World","Final Energy|Electricity","EJ/yr","",54.5046,63.4797,72.0233,83.5971,93.6088,114.0758,142.0517,175.431,211.3812,246.5423,277.4547,307.0649,"",371.4672,"",419.2269,"",461.7519,"",519.6632
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","World","Final Energy|Electricity","EJ/yr",45.3973961554851,54.20376416788149,63.7216612221964,"",76.0278705887186,"",94.6397655895401,"",130.454822923118,"",169.455057666414,"",209.704467653778,"",245.308166558037,"",275.865359230564,"",304.585876460058,"",333.076138558841
"POLES ENGAGE","EN_NPi2020_1400f","World","Final Energy|Electricity","EJ/yr","",54.15902709960938,63.93017578125,72.0828628540039,83.22787475585938,93.35760498046876,105.1035232543945,118.41650390625,131.3425140380859,144.3791351318359,158.5846252441406,"",193.0836639404297,"",225.3623962402344,"",255.1156005859375,"",277.8190002441406,"",288.3091430664062
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1800","World","Final Energy|Electricity","EJ/yr","",54.5046,63.4797,72.0233,83.5971,98.1503,119.2172,137.9324,153.7422,175.4864,202.7525,228.8252,257.8726,"",314.3117,"",359.3804,"",391.821,"",424.1386
"AIM/CGE 2.0","SSP1-26","World","Final Energy|Electricity","EJ/yr","",54.6435,64.5452,"",83.9316,"",106.0729,"",137.8824,"",168.7906,"",191.6155,"",214.6346,"",221.4327,"",225.3647,"",222.4464
"GCAM 5.3","R_MAC_65_n0","World","Final Energy|Electricity","EJ/yr","",55.725024063347,66.072530869092,74.76684753505,85.5382174975356,95.0196115675393,115.56789086867,136.227325119148,158.49929784624,183.469687974456,212.187056775551,246.833140754845,283.591441417462,317.725510038255,334.196713079069,349.397328406944,362.130880514497,373.644788202065,382.913963575542,389.440135107908,395.233651036744
"REMIND 1.7","ADVANCE_2020_Med2C","World","Final Energy|Electricity","EJ/yr","",54.4048,63.236,74.9952,91.1921,105.6185,125.0068,148.9996,179.8325,212.9231,247.5971,279.6077,309.6591,"",361.7477,"",415.5092,"",455.4504,"",500.3489
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2100_COV","World","Final Energy|Electricity","EJ/yr","",54.5046,63.5357,71.8144,79.6471,91.9859,112.7185,129.6443,144.5503,166.0334,191.5,212.8963,235.3788,"",281.2441,"",317.7937,"",348.4651,"",379.736
"REMIND-MAgPIE 2.0-4.1","Diff_1300Gt_no-transfer_def","World","Final Energy|Electricity","EJ/yr","",54.5046,64.2394,73.0174,84.6643,99.9376,124.269,149.4353,174.2552,199.6067,223.1946,249.7373,283.8852,"",344.4792,"",372.2278,"",379.2011,"",395.7281
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600f_DR3p","World","Final Energy|Electricity","EJ/yr",45.60345319328286,54.37043625306626,64.30586838048906,72.30223561045895,85.71622749331979,91.78005642927944,105.8317733964358,122.9434929107525,143.7391634065111,167.0787164568022,190.5526758459155,211.8640313776677,232.6612980655736,"",280.0665909766769,"",327.0967710560981,"",374.5551306679756,"",421.3834582403004
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR2p","World","Final Energy|Electricity","EJ/yr",45.60345319328286,54.37043625306626,64.30586838048906,72.30223561045895,85.85755270601351,91.17874505082736,109.673119701556,130.3703328403195,155.2375211842726,180.8789992430527,204.7169811390585,224.1003898171485,241.9240234906325,"",279.2489581730497,"",316.1842827607363,"",354.6882527835072,"",398.147770806862
"IMAGE 3.2","SSP1_SPA1_26I_RE","World","Final Energy|Electricity","EJ/yr","",51.25223828125,61.25337890625,71.27253125,75.95567187500001,84.62765625,101.159296875,120.556796875,142.77,164.662203125,182.2835,195.724296875,206.244703125,215.05459375,220.193296875,220.166796875,218.01509375,212.37809375,205.58459375,198.17190625,191.99840625
"REMIND 2.1","R2p1_SSP2-PkBudg1300","World","Final Energy|Electricity","EJ/yr","",54.5046,63.632,72.2371,83.8587,97.9427,117.6042,135.2845,158.5795,190.9689,226.6106,258.1857,287.793,"",341.5142,"",381.4191,"",409.3723,"",437.9881
"WITCH 5.0","CO_GPP","World","Final Energy|Electricity","EJ/yr","",54.39135160481693,63.78421909648217,72.20031556057492,87.99125107256262,96.18487425155236,105.7258494437455,111.6066926345517,122.793577492387,134.9332144954361,150.6252436816647,168.2130433708425,185.5086426900209,201.9651175844023,218.912477885467,235.6660478552576,250.875733960831,264.6812433070439,275.7910788547689,286.5078546360879,293.1434509021396
"POLES EMF30","EMF30_Slower-to-faster","World","Final Energy|Electricity","EJ/yr","",54.2414750805,64.165410486,71.865605574,83.742688413,94.435283664,105.58094301,113.436970794,119.69412246,133.502691276,151.65029214,"",176.15186442,"",191.757156588,"",206.24846688,"",223.14827574,"",242.982005634
"WITCH 5.0","EN_NPi2020_700f","World","Final Energy|Electricity","EJ/yr","","",63.89963184903874,73.05904013175711,91.5870099254864,77.26217306689365,84.95419345757298,106.0357224589657,134.0086130257916,164.4736147831385,191.5318718482197,214.8204550149618,238.3927798321995,258.5700870819727,280.4478551988324,301.8808698962261,322.806752902712,340.691139197402,355.9897769025694,370.0550831811185,382.9926103337065
"REMIND-MAgPIE 1.7-3.0","PEP_2C_red_eff","World","Final Energy|Electricity","EJ/yr","",54.4048,63.5069,76.3571,92.6874,102.2002,118.1798,145.9794,184.4925,226.6726,266.2832,298.4309,325.443,"",376.6529,"",442.6838,"",500.5468,"",556.0457
"POLES ENGAGE","EN_NPi2020_1800f","World","Final Energy|Electricity","EJ/yr","",54.15902709960938,63.93017578125,72.0828628540039,83.22787475585938,93.35760498046876,105.0343322753906,119.0650482177734,133.1923675537109,146.1767120361328,159.8857727050781,"",193.8469390869141,"",227.1477203369141,"",257.3172607421875,"",280.2218627929688,"",292.5731506347656
"GEM-E3_V2021","EN_INDCi2030_1800f","World","Final Energy|Electricity","EJ/yr","","","",83.21729139977066,92.9151590858148,102.2766245114406,113.1615715559109,127.3975074048237,140.2679262841084,153.1726259422203,165.771932303927,179.5975067376084,194.7329286940472,211.3582075431681,231.7092901308285,252.0941382934322,276.0250111883502,302.369192028143,318.5519876136179,336.0800614298534,355.6673726868942
"REMIND 2.1","R2p1_SSP5-PkBudg1300","World","Final Energy|Electricity","EJ/yr","",54.5046,63.632,72.2371,83.8587,98.6602,128.7741,157.905,185.4348,224.0621,272.5342,322.6663,370.5747,"",454.1927,"",509.4607,"",536.8722,"",555.43
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_full","World","Final Energy|Electricity","EJ/yr",45.3973961554851,54.20376416788149,63.7216612221964,"",76.0278705887186,"",94.00115129389108,"",118.063508665602,"",160.185601840164,"",194.554020739522,"",239.867314826596,"",281.765285778509,"",317.244891350175,"",351.0292087085959
"AIM/CGE 2.2","EN_NPi2020_800f","World","Final Energy|Electricity","EJ/yr","","",66.1256,74.3472,88.2133,103.6475,120.4882,130.9916,143.1391,157.9712,177.2979,203.6101,235.8918,259.4697,285.5086,309.9411,333.919,354.8874,366.352,373.4604,381.2747
"IMAGE 3.0.2","EMF33_Med2C_cost100","World","Final Energy|Electricity","EJ/yr",45.136078125,53.642640625,63.58376171875,"",79.1537421875,"",96.5575703125,"",103.796703125,"",118.717703125,"",136.788296875,"",158.49459375,"",187.5145,"",219.505796875,"",243.31940625
"REMIND-MAgPIE 1.7-3.0","EMF33_WB2C_limbio","World","Final Energy|Electricity","EJ/yr","",54.40499999999999,63.9112,77.0077,93.5746,96.9321,106.321,130.0502,167.2218,207.2146,243.5137,278.555,311.8002,"",382.2914999999999,"",433.8892,"",450.2802000000001,"",466.0729000000001
"IMAGE 3.2","SSP2_SPA2_34I_LIRE","World","Final Energy|Electricity","EJ/yr","",51.25176953125,61.252859375,71.2719609375,75.9533671875,82.19060937500001,99.02103125,118.535796875,142.289703125,166.01640625,187.711203125,202.551296875,216.229703125,231.929203125,247.33309375,260.64690625,272.601,281.586,291.66840625,301.8695,311.7646875
"IMAGE 3.0.1","SSP1-45","World","Final Energy|Electricity","EJ/yr","",53.49091015625,63.36037109375,"",84.2707265625,"",112.0333984375,"",143.18790625,"",171.40709375,"",196.631203125,"",212.9955,"",222.146,"",223.806796875,"",222.47890625
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_3000f","World","Final Energy|Electricity","EJ/yr","",54.5046,63.4797,72.0233,83.5971,99.4279,119.1806,136.5875,150.123,170.9423,194.3464,212.8121,235.8046,"",282.1767,"",323.946,"",356.0847,"",393.3323
"REMIND-MAgPIE 1.5","SSP5-19","World","Final Energy|Electricity","EJ/yr","",53.5,62.97,"",87.73,"",104.2,"",144.5,"",232.7,"",321.8,"",394.6,"",454.7,"",516.6,"",564.4
"GCAM 5.3","NGFS2_Nationally Determined Contributions (NDCs)","World","Final Energy|Electricity","EJ/yr","","",66.07256542,74.76684149,85.57373352,96.41751039,116.16216,136.3822181,160.638085,184.1260861,207.9544944,230.950928,254.9533917,277.3742773,297.4980775,315.7111693,331.4663994,344.8184358,355.576799,364.2469097,365.5211482
"GCAM 5.3","NGFS2_Divergent Net Zero Policies","World","Final Energy|Electricity","EJ/yr","","",66.07256542,74.76684149,82.73413462,107.2678717,127.886132,154.5733706,192.365303,225.107731,266.8641675,299.5153845,321.7170135,341.3258917,358.3810143,371.0055792,381.1643829,392.7066498,399.6502022,406.2656085,406.5089386
"WITCH 5.0","EN_INDCi2030_800f","World","Final Energy|Electricity","EJ/yr","","",63.89963184903874,73.05904013175711,89.68342988072888,103.8392099147019,115.1138472041707,108.1674992422792,129.4376022640471,160.7628812257316,191.0315461113281,216.2061417987343,239.6851680094917,260.8196744555321,282.2275823841686,305.1172829460298,325.0357955848902,343.1514414166306,358.5615680086505,373.8749066256499,386.1739593755444
"REMIND-MAgPIE 1.7-3.0","PEP_2C_full_NDC","World","Final Energy|Electricity","EJ/yr","",54.4048,63.5069,76.3571,93.8272,109.9106,128.0343,142.4695,166.014,200.0168,241.0764,281.8602,316.9309,"",370.7864,"",426.9438,"",475.4225,"",523.382
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_2500f","World","Final Energy|Electricity","EJ/yr",45.60345319328286,54.37043625306626,64.30586838048906,72.30223561045895,85.94045362879577,91.94925661876184,100.8210320710114,110.1099547777379,119.585929481047,133.0325279628914,151.0059708804847,174.0416139711853,196.5850893464185,"",238.3104949904925,"",281.3344688606252,"",329.0585669792116,"",375.1854987046342
"IMAGE 3.0.1","ADVANCE_INDC","World","Final Energy|Electricity","EJ/yr","",53.21401171875,63.0688203125,70.6503828125,82.232453125,93.2530703125,103.665703125,113.316796875,121.5921015625,129.312,135.51709375,145.89609375,158.07809375,171.61259375,186.062703125,201.32590625,217.638796875,233.770796875,250.50940625,267.4841875,284.105
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Final Energy|Electricity","EJ/yr","",54.4048,63.5069,76.3571,92.6874,102.4642,119.278,148.7221,188.0672,229.2407,267.4539,299.62,329.1074,"",384.7078,"",447.699,"",498.7325,"",552.879
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1400f","World","Final Energy|Electricity","EJ/yr","",54.5046,63.4797,72.0233,83.5971,98.1503,119.2172,135.8909,154.3459,183.0325,214.6123,242.4369,273.0266,"",330.7587,"",377.1377,"",409.2137,"",444.3107
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_COV","World","Final Energy|Electricity","EJ/yr","",54.5046,63.5357,71.8144,79.6471,91.9859,112.7185,125.9627,145.4768,173.7571,204.3933,232.7456,260.7858,"",314.021,"",353.0542,"",378.0159,"",403.4669
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR3p","World","Final Energy|Electricity","EJ/yr",45.60345319328286,54.37043625306626,64.30586838048906,72.30223561045895,85.71622749331979,90.91644968236206,108.3961542120212,128.8836033166017,153.1497755524436,178.8018167816603,203.0533153522237,222.4896565560072,240.0740841834138,"",277.4210496281194,"",312.9229172694409,"",351.8627012865395,"",395.0090782177407
"MESSAGE-GLOBIOM 1.0","EMF33_tax_lo_full","World","Final Energy|Electricity","EJ/yr",45.3973961554851,54.20376416788149,63.7216612221964,"",74.6570702946622,"",94.0524682908542,"",115.817045715296,"",155.163233113542,"",189.570060083098,"",221.173895235475,"",259.950069983794,"",310.717916840353,"",358.504207587026
"IMAGE 3.0","EN_INDCi2030_1000","World","Final Energy|Electricity","EJ/yr","",54.49975,64.48576953125,74.643828125,87.26265625,97.6520234375,108.6971015625,100.984203125,101.481203125,112.9625,131.41790625,"",172.45440625,"",194.915296875,"",206.872796875,"",230.664703125,"",248.188703125
"MESSAGEix-GLOBIOM_GEI 1.0","SSP2_noint_mc_15","World","Final Energy|Electricity","EJ/yr",45.3973961554851,54.2037641678815,63.7216612221964,"",82.7108166484285,"",104.250424420755,"",132.232859940502,"",180.62515724264,"",227.589903618409,"",277.996360588618,"",337.879763742728,"",398.556008684515,"",459.72625470181
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_1200","World","Final Energy|Electricity","EJ/yr","",54.5046,63.4797,72.0233,83.5971,98.0631,117.9869,134.3758,158.3162,189.5222,221.2673,250.5962,279.4396,"",336.1385,"",382.5511,"",414.8714,"",454.2955
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_450","World","Final Energy|Electricity","EJ/yr",45.60345319328286,54.37043625306626,64.30586838048906,72.30223561045895,85.94045362879577,88.31140338182507,107.7894710279031,130.0553464237429,151.5571613944055,173.1056797545645,193.4774628747179,212.1187020355943,229.0333235171968,"",266.3044865624424,"",305.1327866348003,"",348.7183814313183,"",394.1590678928798
"GCAM 5.3","R_MAC_35_n8","World","Final Energy|Electricity","EJ/yr","",55.725024063347,66.072530869092,74.76684753505,85.5382174975356,112.066354103995,158.466648193113,218.1674086524,236.438653510721,259.465357998186,280.62950777932,301.26633769257,320.118363357855,337.909957270528,352.954883809639,367.370798626313,378.134421322344,388.199640133428,396.090687887977,401.482423898286,407.462238773872
"AIM/CGE 2.2","EN_NPi2020_600f","World","Final Energy|Electricity","EJ/yr","","",66.1256,74.3472,88.2133,103.7582,122.9206,135.9477,147.0584,163.0597,189.0992,224.483,250.4711,276.4491,301.6214,325.5191,346.1902,357.4933,365.2911,373.5497,382.0342
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_900f_NDCp","World","Final Energy|Electricity","EJ/yr",45.60345319328286,54.37043625306626,64.30586838048906,72.30223561045895,85.94045362879577,93.01636971872291,102.9346720719538,114.8566731222649,133.2135471077011,154.8432790583548,177.0656677217726,201.9956817332861,223.8587138884399,"",265.9690072020045,"",307.9109994535332,"",345.9145311024271,"",379.6705271130122
"POLES GECO2019","CO_2Deg2030","World","Final Energy|Electricity","EJ/yr","",54.15902709960938,63.93017578125,72.0828628540039,82.94670104980469,95.46903228759766,107.1633224487305,105.7229461669922,115.0185470581055,129.73291015625,145.5988922119141,"",179.1676483154297,"",213.5268402099609,"",250.7489013671875,"",279.9690246582031,"",297.1621704101562
"REMIND-MAgPIE 1.7-3.0","CO_2Deg2020","World","Final Energy|Electricity","EJ/yr","",54.4048,63.5069,76.3571,92.6874,105.2047,122.2165,147.1646,180.878,218.1231,253.6156,284.3852,311.8987,"",361.025,"",415.355,"",460.2484,"",511.7305
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1000_DR10p","World","Final Energy|Electricity","EJ/yr",45.60345319328286,54.37043625306626,64.30586838048906,72.30223561045895,85.84414105432616,90.7673830346929,98.52773598048684,110.0310181931428,129.5216844250031,152.1213896292809,174.7611402181315,196.1121762384649,215.4837938634172,"",261.7085181144288,"",299.7969961095199,"",342.3520485521496,"",389.0806026413767
"WITCH 5.0","EN_NPi2020_400f","World","Final Energy|Electricity","EJ/yr","","",63.89963184903874,73.05904013175711,91.5870099254864,74.3094581322433,82.16449195040325,106.5889185244327,135.4557803455815,165.9341185576148,195.3442128121651,221.3082697656259,245.927800741894,266.7634314780687,290.6820323279804,315.8934261125018,335.7674832584865,352.1297834942123,365.7310776723459,380.2681026731444,393.7867190229948
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_700f","World","Final Energy|Electricity","EJ/yr",45.60345319328286,54.37043625306626,64.30586838048906,72.30223561045895,85.94045362879577,91.71398574781682,102.0942890762854,116.0742662949705,136.2446488258077,159.520030148903,183.4403256628716,204.365515789089,224.068152418043,"",272.9800023101141,"",323.1294664332891,"",371.0406680120188,"",410.7761655950184
"COFFEE 1.1","EN_NPi2020_1000f","World","Final Energy|Electricity","EJ/yr","","",62.15960801664,67.1834539656,74.69690028912,84.48173458128,87.61040474256001,87.93683167104001,93.18802915871998,97.0231041432,104.9416592516208,"",151.4844363457007,"",247.57709350536,"",317.04796487304,"",353.86762614984,"",378.50985308088
"IMAGE 3.0.1","CD-LINKS_INDC2030i_1600","World","Final Energy|Electricity","EJ/yr","",53.80826953125,63.7148984375,73.5942265625,85.5168125,97.125578125,107.640203125,102.4428984375,100.6648984375,102.251703125,109.711796875,"",135.27759375,"",164.658796875,"",200.892703125,"",229.33240625,"",251.45909375
"IMAGE 3.0","EN_NPi2020_3000","World","Final Energy|Electricity","EJ/yr","",54.49975,64.48576171875,73.987,86.05570312500002,99.5892578125,111.433,123.0108984375,133.102,142.574296875,150.4565,"",169.86040625,"",189.6725,"",208.886,"",232.38059375,"",263.665
"MESSAGEix-GLOBIOM_GEI 1.0","SSP2_noint_lc_15","World","Final Energy|Electricity","EJ/yr",45.3973961554851,54.2037641678815,63.7216612221964,"",82.7108166484285,"",104.6509125381479,"",134.963430140128,"",179.1129129026988,"",228.415878617012,"",282.9523678401467,"",342.7631311697039,"",406.2992145035261,"",465.9692331444942
"REMIND 2.1","R2p1_SSP1-NDC","World","Final Energy|Electricity","EJ/yr","",54.5046,63.632,72.2371,83.8587,96.8474,116.0798,132.8968,146.5149,161.1655,177.411,189.7337,200.6614,"",219.0949,"",222.6063,"",212.2328,"",205.1977
"TIAM-ECN 1.1","EN_NPi2020_1600f","World","Final Energy|Electricity","EJ/yr","",54.5,64.46,"",83.0057875530891,"",104.285721013235,"",121.8515822571318,"",143.8493313448312,"",171.1907751323437,"",210.6458884281553,"",252.1835983820557,"",289.0040491245704,"",284.4698906402341
"IMAGE 3.0.2","EMF33_Med2C_full","World","Final Energy|Electricity","EJ/yr",45.13605078125,53.64262109375,63.58371875,"",79.153703125,"",97.7035625,"",108.8235,"",123.486296875,"",141.651296875,"",160.71090625,"",187.270796875,"",218.24690625,"",244.08759375
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","World","Final Energy|Electricity","EJ/yr","",54.5046,63.5357,71.8144,79.6471,91.9859,112.7185,125.9167,145.0735,172.8184,202.957,230.9666,258.833,"",311.7572,"",352.243,"",380.579,"",409.7911
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1000f_DR2p","World","Final Energy|Electricity","EJ/yr",45.60345319328286,54.37043625306626,64.30586838048906,72.30223561045895,85.85755270601351,92.61747976321688,104.7078625237121,120.3716279218802,140.1308208158109,162.0833877579744,185.2426859491505,205.4623925649524,223.7837949848317,"",266.2497752690114,"",310.3305432144691,"",357.6016563993016,"",406.7017396343767
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1400_NDCp","World","Final Energy|Electricity","EJ/yr",45.60345319328286,54.37043625306626,64.30586838048906,72.30223561045895,85.94045362879577,93.01636971872291,102.9346720719538,113.0863645502757,126.0916433992616,145.8759457682286,167.7584966676175,191.8417971183972,214.2229970322272,"",257.7886823162772,"",301.4882532654736,"",339.123797405147,"",378.9424528391207
"IMAGE 3.0","EN_INDCi2030_800f","World","Final Energy|Electricity","EJ/yr","",54.49975,64.48576953125,74.643828125,87.26265625,97.7447890625,108.848,101.534703125,101.8456015625,113.1503984375,131.734,"",175.55590625,"",208.952,"",232.3755,"",253.755,"",271.7578125
"MESSAGEix-GLOBIOM_GEI 1.0","SSP2_openres_lc_CB500","World","Final Energy|Electricity","EJ/yr",45.3973961554851,54.2037641678815,63.7216612221964,"",82.7108166484285,"",121.783781879823,"",183.635994376887,"",243.863023973912,"",294.947032601109,"",344.243480317932,"",390.007862755929,"",435.779591062247,"",485.327523303436
"POLES ENGAGE","EN_NPi2020_900f","World","Final Energy|Electricity","EJ/yr","",54.15902709960938,63.93017578125,72.0828628540039,83.22787475585938,93.13455200195312,103.2177276611328,114.4547653198242,127.1825942993164,141.3381652832031,156.9476165771484,"",188.9549865722656,"",217.6504211425781,"",246.493408203125,"",268.3832092285156,"",279.7820434570312
"GCAM 5.3","R_MAC_60_n8","World","Final Energy|Electricity","EJ/yr","",55.725024063347,66.072530869092,74.76684753505,85.5382174975356,97.3142092829202,120.354864402622,143.620054814048,170.942815438215,205.351736363858,244.169436179543,285.975739069062,316.617510492139,335.564491752714,352.016434708215,366.923602004366,377.997562375141,387.581812465453,395.16663101002,399.305600316357,404.562683668447
"POLES ENGAGE","EN_NPi2020_2500","World","Final Energy|Electricity","EJ/yr","",54.15902709960938,63.93017578125,72.0828628540039,83.22787475585938,94.14659118652344,106.1685028076172,120.110221862793,134.4727630615234,148.1328277587891,161.6002197265625,"",195.3325805664062,"",228.624740600586,"",259.1704711914062,"",281.6107788085937,"",292.7147521972656
"POLES ENGAGE","EN_NPi2020_500f","World","Final Energy|Electricity","EJ/yr","",54.15902709960938,63.93017578125,72.0828628540039,83.22787475585938,90.21623229980467,97.61194610595705,108.3863754272461,123.253044128418,139.5762939453125,156.0291595458984,"",187.520248413086,"",218.3669891357422,"",244.4593505859375,"",263.795166015625,"",276.5780944824219
