"Model","Scenario","Region","Variable","Unit","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR1p","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13092.68061825002,5456.017458541322,1541.821076169042,381.7512430645727,143.2750780169,81.18245057130022,74.51051296764963,27.81863293896955,11.96880871543072,"",-86.03270701990422,"",-301.0113529571128,"",-218.6337269574452,"",-128.9894829853723
"TIAM-ECN 1.1","EN_NPi2020_2500","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9506.555709906304,12956.88817438633,"",11945.73010084849,"",10559.74632538584,"",5862.836879088102,"",3046.331976443857,"",1179.295034018318,"",-117.1166074588283,"",-1275.316936721499,"",-2180.921163871998,"",-1510.090748253727
"IMAGE 3.0","EN_INDCi2030_1200","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.664941151936,11212.23775545756,13014.99064763387,13653.96285057068,12787.85912195841,12617.46589342753,9647.429386774698,6762.734174728394,428.0510768294334,-4383.903503417969,"",-6784.69717502594,"",-8226.900100708008,"",-9535.247484842936,"",-9968.089977900188,"",-9146.158774693806
"COFFEE 1.1","EN_NPi2020_1200","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,11431.25947,7845.153618499999,3416.108014,2775.352391,1484.49554,72.89345,"",-473.364469,"",-583.551807,"",-971.975292,"",-1175.373014,"",-1299.530957
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1400","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,6734.4998,3381.2586,2081.4194,1597.522,1160.0412,998.4546,"",1023.3573,"",1118.3099,"",1110.0546,"",939.2867
"IMAGE 3.2","SSP2_SPA2_45I_RE","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9317.5826875892,10864.33704792879,11790.98097590508,13141.040008468,12554.0871631591,11864.92967713454,11781.50638051644,13502.03450643579,14088.80726624459,16669.83986052423,18581.52612219297,20865.90719412712,22656.29275845818,22759.95381880086,21886.60033742874,19921.56855446405,17247.26740675999,15107.43379730236,12283.77707910946,12273.41167243636
"POLES ENGAGE","EN_INDCi2030_1000_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12771.0380859375,13684.6787109375,13004.4306640625,5185.13330078125,3135.241455078125,2627.565185546875,1877.114501953125,"",583.2615966796875,"",-396.9459228515625,"",-689.6773681640625,"",-136.1246490478516,"",455.5339965820313
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,10949.0024,9674.1747,5517.2325,2173.7553,1327.2646,1025.5449,784.4141,621.0601,"",389.4751,"",55.1356,"",-237.4128,"",-420.6184
"TIAM-ECN 1.1","EN_INDCi2030_2000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9510.270814754109,12928.3600876457,"",12726.62733335424,"",8117.645645734446,"",3960.565289441914,"",1907.247817240889,"",967.3316924305324,"",-780.8782518126177,"",-1886.307918880761,"",-2389.693374015354,"",-1545.128473687352
"REMIND 2.1","LeastTotalCost_CEA_brkLR15_SSP2_P50","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10752.1746,11481.2566,11487.6783,10746.4288,8968.9696,5672.3151,3427.1796,2130.1787,1477.1772,1094.1078,973.9886,"",1126.2314,"",1284.034,"",1460.6991,"",1625.2899
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1200f_COV_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,9562.746878096075,8974.710305664137,5840.203324701381,4662.542380938974,4083.20832500692,3074.017217271314,1796.667820013245,829.2764765224151,"",71.19766331574513,"",-239.0423936817663,"",-113.6590262412486,"",-128.3867403375271
"REMIND-MAgPIE 1.7-3.0","EMF33_WB2C_nobeccs","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10859.1434,12843.9928,14428.4507,10480.3037,5679.839,1538.292,262.1203,213.126,199.6758,196.173,191.5961,"",155.026,"",96.1579,"",53.15470000000001,"",27.2765
"REMIND-MAgPIE 1.5","SSP1-34","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10250,11600,"",12260,"",13570,"",12930,"",10790,"",7335,"",3219,"",685.2,"",-4.79,"",-305.4
"GCAM 5.3","R_MAC_45_n0","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376813,11696.2659975859,12649.7131974087,14259.2271654741,11529.1935048955,6561.51963321184,1517.50365304242,-1836.76359744165,-3495.31953502133,-3511.46500270571,-3418.59782465739,-3471.02945358759,-3694.90899767738,-4044.696837866,-4250.0022483561,-4216.887777351,-4064.40382180528,-3913.42133997579,-3737.12244495045,-3693.61003907922
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_600f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10987.8725,11567.6458,11045.8811,10291.0795,9587.9739,5241.4125,1884.2419,1030.972,674.3971,379.2013,169.2048,"",-223.0156,"",-600.3373,"",-898.711,"",-1178.6714
"IMAGE 3.2","SSP1_SPA1_34I_LI","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9317.564329358607,10866.16325477201,11791.38398277666,13116.73371116354,12931.91878118458,13786.08703738609,14425.86525412415,14600.60064130637,14184.44490561689,13533.42445814458,13130.25236249127,12485.28925691302,10634.11784268732,8475.122611498411,5800.358574122988,4343.258381284734,3582.670768427708,2920.421640343719,2422.197838844518,2074.053228090009
"GEM-E3_V2021","EN_INDCi2030_600f_COV_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","","",12395.23196576639,11695.55564207281,11722.41208151491,10451.95161823978,3073.883584781802,955.851038694804,-552.8692002668733,-2259.378593724278,-3439.104525882341,-4218.962131856911,-4684.256019608833,-5290.404293830199,-6071.943119728893,-6396.611865073724,-6453.917045065945,-6474.230501785455,-6468.48712214154,-6618.065156526343
"POLES ENGAGE","EN_INDCi2030_1000f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,11727.435546875,12776.2626953125,12181.87890625,7690.9384765625,4325.5595703125,3120.489990234375,2148.812744140625,"",662.6768798828125,"",-637.935791015625,"",-1366.302368164062,"",-1670.003662109375,"",-1682.52001953125
"TIAM-ECN 1.1","EN_NPi2020_900f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9503.9419901013,12909.49489078097,"",11596.36180938098,"",3616.260549997165,"",643.0492580917197,"",-2320.960004435623,"",-2693.253186684533,"",-2382.353084297562,"",-1665.413269922623,"",-1549.92280565402,"",-658.2820838553406
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1800","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11939.15858661487,10968.455638068,8191.353447396898,7696.136609650659,7010.959375542784,6544.672673443225,5882.00249592191,5176.32391779883,"",295.8656418354849,"",-239.6418940384949,"",-298.1519970160252,"",-214.117216150097
"POLES ENGAGE","EN_INDCi2100_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12771.0380859375,13684.6787109375,13004.4267578125,12409.1728515625,12611.2724609375,12713.4541015625,12851.8291015625,"",13564.1962890625,"",12863.3505859375,"",12586.693359375,"",12674.302734375,"",12165.943359375
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11939.15858661487,10968.455638068,5638.428840622828,3196.972708701712,2167.046481040097,882.7000753421927,212.1220371497232,102.458032179429,"",-24.06362402136895,"",-119.477642138994,"",-91.58936531536072,"",-110.7151518007121
"WITCH 5.0","EN_NPi2020_1000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14818.15082113913,7632.737253459352,4147.700167389739,1583.806851310974,271.0367921100187,-694.4931850636618,-1769.453171891137,-2405.752441747977,-3047.007880571603,-3741.981384379628,-4458.736273213932,-5180.721665018533,-5942.000909669717,-6843.47865947461,-7976.242353260136,-9357.440712107278,-11054.61492729382
"AIM/Hub-Global 2.0","1.5C","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",10910.8883,11788.103,13413.0307,10744.6995,6467.217700000001,3999.9564,1998.3234,-395.5376,-1543.6713,-1941.3215,-3366.1482,-5294.7365,-5629.8329,-5862.479900000001,-6829.1823,-6991.4977,-7240.1736,-7467.057500000001,-7699.430200000001
"POLES ADVANCE","ADVANCE_2030_1.5C-2100","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10507.648,11784.084,13050.635,14565.571,15267.019,13665.522,3771.04325,-205.36540625,-1868.44625,-3957.28,-5719.0395,-7506.427,-7978.0905,-7950.510999999999,-8906.427,-10096.452,-12099.791,-14138.678,-14883.113,-14682.721
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1000f_DR1p","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13092.68061825002,6297.403760842521,3112.636329506388,1735.696549781217,1016.927530266687,739.319876082895,283.1043949696434,116.4383713484168,93.062207880103,"",-28.93624493810738,"",-279.5077739322367,"",-219.155271576385,"",-314.4650782592026
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_2000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,8191.3984,5802.6609,4312.9402,3328.1693,2254.6557,1805.7703,"",1466.9006,"",1442.0437,"",1335.9683,"",831.0926
"IMAGE 3.0","CO_GPP","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.664941151936,11212.24474906921,12984.33415095011,13332.63087272644,12052.67405509949,10548.40238889058,9980.959971745808,9068.916956583658,8423.121611277262,6859.185695648193,"",4440.784295399983,"",1876.173138618469,"",322.5887243946393,"",-479.3290297190348,"",-708.0182731151581
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386158977,10988.3299064438,11692.174667465,"",10390.5530693164,"",5636.88037681737,"",2854.60937745383,"",301.677191871987,"",-332.34590213098,"",-576.585341841793,"",-162.152227696713,"",-17.936715262494,"",-69.4659780574899
"REMIND-MAgPIE 1.7-3.0","EMF33_1.5C_cost100","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10859.1434,12843.9928,14428.4507,10649.8613,6253.400900000001,1844.5392,-185.6698,-1118.8342,-1919.928,-2470.0373,-2739.4824,"",-2824.3197,"",-2416.7177,"",-1728.7038,"",-1394.8378
"IMAGE 3.0.2","EMF33_tax_hi_full","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",9194.140625,11050.400390625,12583.5703125,"",15357.650390625,"",12405.330078125,"",6282.8779296875,"",-1745.42797851562,"",-4797.48291015625,"",-5915.43798828125,"",-6601.4931640625,"",-7682.5048828125,"",-8090.7001953125
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386158977,10988.3299064438,11692.174667465,"",10390.5530693164,"",2529.13571666383,"",50.1446200601552,"",-490.021049782126,"",-442.978681632768,"",551.225415389136,"",-1.972968456541679,"",-3.239731690140971,"",-3.20720499247477
"REMIND 2.1","TechCost-SSP2-B1100-elh2H","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10745.8533,11462.7093,11642.6786,9702.4964,7052.2587,3881.7857,1991.0347,1274.4821,1020.3203,849.6407,867.6839,"",967.8582,"",1059.4552,"",1028.2119,"",795.6932
"AIM/CGE 2.2","EN_NPi2020_800","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",11463.3257,12663.2588,14759.4334,12829.7968,8974.5467,6603.9782,3937.2257,1043.6469,-459.6221,-3519.3218,-5916.7474,-6245.9528,-6583.0488,-6908.7047,-7229.3202,-7507.8074,-7747.7598,-7961.9255,-8147.355
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.2791,11552.9799,11863.7603,9093.0338,4937.9275,2236.4767,1566.8389,1239.3334,1073.0058,832.7181,662.9028,"",291.6915,"",34.7911,"",-120.2353,"",-241.073
"REMIND-MAgPIE 2.0-4.1","Diff_1300Gt_uniform-pricing_def","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10979.053,11760.8922,11610.0512,10938.012,9124.5916,5377.7201,3275.5794,1938.6251,1291.0289,1043.6551,1192.7507,"",1365.4808,"",1306.752,"",1078.702,"",718.8934
"GCAM 5.3","R_MAC_90_n8","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376813,11696.2659975859,12649.7131974087,14259.227065482,13492.4083476931,12012.3508465446,9704.08877541471,7239.34606625372,4728.44347244762,2584.6500701155,692.182814683776,-768.916120681906,-1850.09952462265,-2593.95551766853,-3140.447449297,-3399.207936981,-3582.08091099703,-4201.85678528749,-4606.35515476822,-5027.14422332707
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_700f_COV_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,9562.746878096075,8974.710305664137,3489.533775802191,1185.009854380494,119.8328215651502,61.25310485967135,-78.04801378466047,-163.9820424058256,"",-132.6163791966548,"",-35.64340522700749,"",-47.63689426710587,"",-9.95735530535994
"MESSAGEix-GLOBIOM_1.1","NGFS2_Delayed Transition","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",10836.10565,13276.53796,12244.88972,10960.74192,11480.74858,4617.173831,1453.789511,190.8460197,-21.32074807,-138.5859772,-151.4180144,"",-210.0367735,"",-408.0816293,"",-441.9982432,"",-297.1016594
"IMAGE 3.0.1","SSP2-45","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11050.400390625,12583.5703125,"",15644.990234375,"",17428.359375,"",16759.3203125,"",14941.8798828125,"",12724.41015625,"",9075.5517578125,"",4368.5751953125,"",847.068969726562,"",-309.242309570312
"TIAM-ECN 1.1","EN_INDCi2030_1000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9515.552782594012,12946.46820671218,"",12786.29761030361,"",8118.062231773367,"",954.7522657277746,"",-2090.876659657104,"",-2487.54074527711,"",-2344.418635879811,"",-1590.446631112553,"",-1532.385247406669,"",-540.5896979267206
"GCAM 4.2","SSP1-19","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10253.3757063503,11802.7866306057,"",14164.2054539663,"",11487.0317806273,"",6989.908943101329,"",1953.206446414669,"",-1004.41603398767,"",-2249.25087563,"",-2660.62612227867,"",-3260.871482381329,"",-4736.94662678233
"POLES ENGAGE","EN_INDCi2030_2000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,11304.380859375,9666.5947265625,7726.94189453125,6231.828125,"",4304.91796875,"",3598.904296875,"",3715.400390625,"",3807.08056640625,"",3812.14453125
"AIM/CGE 2.1","CD-LINKS_NPi2020_1600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9783.3702,10859.1148,12144.438,13570.9426,11701.4213,7968.8712,5922.2152,4637.9739,3928.3006,3362.7296,2319.3574,741.3447,-892.7663,-729.9997,-559.8074,-254.2108,34.6246,-295.7296,-1195.8388,-2446.185
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_700f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12245.13766216135,6250.523541201727,4233.900974390929,3595.959546949294,3064.057781147712,2086.185829809944,1039.51623449421,230.4499615044647,101.8569758646558,"",-40.04646658110902,"",-50.21138956115423,"",-63.22128390410251,"",-7.33375883733593
"REMIND-MAgPIE 2.1-4.2","NGFS2_Delayed Transition","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",10801.7038,11756.6817,13050.4972,13077.4639,12525.3661,6212.0098,2025.0551,710.4349,209.1399,-74.1835,-212.3045,"",-395.916,"",-444.4208,"",-418.4546,"",-389.1256
"REMIND 1.7","CEMICS-1.5-CDR12","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10611.2582,12185.6221,13124.6754,8890.676,4389.624,1094.478,70.1017,4.6429,-6.0396,-6.4211,-5.9916,"",-1.4985,"",1.3631,"",0.3978,"",0.2334
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1000f_DR3p","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13072.2130480934,6747.665683099088,4446.325881863519,3797.200929678742,3161.344322509673,2428.597602140306,1495.180987354994,634.7443145661312,196.7087524008145,"",1.848191592095162,"",-54.37997169060678,"",12.26393799875821,"",-0.7356461587915724
"IMAGE 3.2","SSP1_SPA1_34I_LIRE","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9316.439232083723,10863.44973345015,11789.58749878296,13129.24440821159,13088.18841099513,14327.58402954653,15643.87003722946,16194.74633681974,15868.0939688803,15743.57795858455,16402.06321229635,16822.70622406352,15750.79711421469,13432.15521298766,11308.08782680315,9759.236257168735,7807.499329958837,5672.311227042561,4462.88716833632,3757.838448230314
"TIAM-ECN 1.1","EN_INDCi2030_1400","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9515.552782594012,12946.46820671218,"",12786.29761030361,"",8118.062231773367,"",2073.063656231806,"",-982.7676929325306,"",-2978.115203475481,"",-3009.164725675314,"",-2637.45324709926,"",-1932.090331724202,"",-2003.038248078522
"REMIND-MAgPIE 1.7-3.0","CD-LINKS_NPi2020_1600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10375.3459,11544.875,12481.8803,11133.16,8699.66,5569.677,3318.216,1870.141,1230.994,921.8668,807.3330000000002,"",560.7534,"",348.9561,"",209.1326,"",88.3383
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_700f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,9139.2433,4990.5231,2034.3298,1327.5581,1052.1529,768.5369,540.7915,403.5318,"",71.0028,"",-177.0516,"",-341.2904,"",-438.2854
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_300f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,6265.121444571038,2991.419791486219,1205.339876927492,261.0631567425596,-10.0834940887866,-69.37310178186937,-113.4434562909599,-149.1682007907432,"",-95.1244264383465,"",-8.093375791223146,"",-27.98498061485593,"",-17.1911926933191
"IMAGE 3.0.1","EMF30_Slower-to-faster+SLCF+HFC","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11050.169921875,12583.259765625,13926.1103515625,14372.509765625,14589.9404296875,12880.169921875,8021.7509765625,6083.15087890625,3067.6279296875,500.176788330078,"",-2338.11791992188,"",-3312.0830078125,"",-4079.7119140625,"",-4736.2138671875,"",-5443.64208984375
"MESSAGE-GLOBIOM 1.0","SSP1-45","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11038.7590927,11745.3317356,"",10811.3474987,"",11382.239369,"",9621.747052,"",9047.2973372,"",10523.9889616,"",11725.1620836,"",11239.5110201,"",7949.1401309,"",3675.4691411
"TIAM-ECN 1.1","EN_INDCi2030_3000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9515.552783,12946.46821,"",12786.29761,"",8118.062232,"",6213.428342,"",3180.077198,"",1650.003595,"",1022.795604,"",422.9594885,"",-844.9603761,"",-455.8771582
"GEM-E3_V2021","EN_NPi2020_1800","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","","",12395.23196576639,12598.87280190953,12309.65780036798,10089.76100345996,8275.387452955703,6008.145791557423,4098.590752001035,3118.904668254145,1858.918597926523,964.845907959,44.03952809838501,-315.1599773294107,-1022.701403280705,-1638.684433587086,-2481.554286550044,-2454.51127525773,-2738.664055231294,-3070.66235433426
"POLES ENGAGE","EN_NPi2020_1600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12777.8701171875,12940.880859375,12624.447265625,11655.5458984375,10024.0361328125,7713.3427734375,5816.50927734375,"",3613.572265625,"",2923.5849609375,"",2613.94384765625,"",2296.74853515625,"",1894.054565429688
